100      100      1000     12       360      
100      100      2000     12       618      
100      100      3000     12       606      
100      200      1000     12       721      
100      200      2000     12       909      
100      200      3000     12       1416     
100      300      1000     12       829      
100      300      2000     12       1411     
100      300      3000     12       1987     
100      400      1000     12       1145     
100      400      2000     12       1835     
100      400      3000     12       2673     
100      500      1000     12       1258     
100      500      2000     12       1758     
100      500      3000     12       2497     
200      100      1000     12       739      
200      100      2000     12       1017     
200      100      3000     12       1393     
200      200      1000     12       1040     
200      200      2000     12       2194     
200      200      3000     12       2526     
200      300      1000     12       1650     
200      300      2000     12       1702     
200      300      3000     12       3762     
200      400      1000     12       1825     
200      400      2000     12       3335     
200      400      3000     12       5038     
200      500      1000     12       1748     
200      500      2000     12       1875     
200      500      3000     12       4992     
300      100      1000     12       984      
300      100      2000     12       1806     
300      100      3000     12       2010     
300      200      1000     12       1081     
300      200      2000     12       3026     
300      200      3000     12       3648     
300      300      1000     12       2301     
300      300      2000     12       2523     
300      300      3000     12       2729     
300      400      1000     12       2934     
300      400      2000     12       5274     
300      400      3000     12       7137     
300      500      1000     12       2629     
300      500      2000     12       4707     
300      500      3000     12       7152     
400      100      1000     12       1318     
400      100      2000     12       2051     
400      100      3000     12       2531     
400      200      1000     12       2261     
400      200      2000     12       3965     
400      200      3000     12       4928     
400      300      1000     12       3083     
400      300      2000     12       5044     
400      300      3000     12       3760     
400      400      1000     12       3966     
400      400      2000     12       6806     
400      400      3000     12       9251     
400      500      1000     12       3358     
400      500      2000     12       6343     
400      500      3000     12       8704     
500      100      1000     12       1628     
500      100      2000     12       2316     
500      100      3000     12       3072     
500      200      1000     12       2253     
500      200      2000     12       2994     
500      200      3000     12       3660     
500      300      1000     12       3734     
500      300      2000     12       5834     
500      300      3000     12       8729     
500      400      1000     12       3633     
500      400      2000     12       7895     
500      400      3000     12       11627    
500      500      1000     12       3134     
500      500      2000     12       9776     
500      500      3000     12       10800    
