100      100      1000     8        485      
100      100      2000     8        832      
100      100      3000     8        987      
100      200      1000     8        775      
100      200      2000     8        1202     
100      200      3000     8        1408     
100      300      1000     8        1107     
100      300      2000     8        1945     
100      300      3000     8        1327     
100      400      1000     8        1315     
100      400      2000     8        2409     
100      400      3000     8        3412     
100      500      1000     8        1315     
100      500      2000     8        2297     
100      500      3000     8        3308     
200      100      1000     8        548      
200      100      2000     8        1284     
200      100      3000     8        1761     
200      200      1000     8        1168     
200      200      2000     8        2119     
200      200      3000     8        2581     
200      300      1000     8        2102     
200      300      2000     8        3484     
200      300      3000     8        4989     
200      400      1000     8        2111     
200      400      2000     8        2054     
200      400      3000     8        6454     
200      500      1000     8        2508     
200      500      2000     8        2262     
200      500      3000     8        6268     
300      100      1000     8        1225     
300      100      2000     8        1786     
300      100      3000     8        2599     
300      200      1000     8        1749     
300      200      2000     8        2124     
300      200      3000     8        2817     
300      300      1000     8        3102     
300      300      2000     8        5108     
300      300      3000     8        7364     
300      400      1000     8        3624     
300      400      2000     8        6727     
300      400      3000     8        10001    
300      500      1000     8        3665     
300      500      2000     8        6857     
300      500      3000     8        9596     
400      100      1000     8        1504     
400      100      2000     8        2265     
400      100      3000     8        3177     
400      200      1000     8        2308     
400      200      2000     8        4914     
400      200      3000     8        6828     
400      300      1000     8        2261     
400      300      2000     8        4336     
400      300      3000     8        9814     
400      400      1000     8        2887     
400      400      2000     8        9356     
400      400      3000     8        12851    
400      500      1000     8        4856     
400      500      2000     8        8255     
400      500      3000     8        11955    
500      100      1000     8        1106     
500      100      2000     8        3352     
500      100      3000     8        2944     
500      200      1000     8        1754     
500      200      2000     8        6171     
500      200      3000     8        7538     
500      300      1000     8        5027     
500      300      2000     8        8333     
500      300      3000     8        12305    
500      400      1000     8        5414     
500      400      2000     8        11412    
500      400      3000     8        15984    
500      500      1000     8        5911     
500      500      2000     8        10312    
500      500      3000     8        16144    
