1.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+03 1.000000000000000000e+00 7.150000000000000000e+02
1.000000000000000000e+02 1.000000000000000000e+02 2.000000000000000000e+03 1.000000000000000000e+00 1.193000000000000000e+03
1.000000000000000000e+02 1.000000000000000000e+02 3.000000000000000000e+03 1.000000000000000000e+00 1.609000000000000000e+03
1.000000000000000000e+02 2.000000000000000000e+02 1.000000000000000000e+03 1.000000000000000000e+00 1.201000000000000000e+03
1.000000000000000000e+02 2.000000000000000000e+02 2.000000000000000000e+03 1.000000000000000000e+00 2.321000000000000000e+03
1.000000000000000000e+02 2.000000000000000000e+02 3.000000000000000000e+03 1.000000000000000000e+00 3.151000000000000000e+03
1.000000000000000000e+02 3.000000000000000000e+02 1.000000000000000000e+03 1.000000000000000000e+00 1.993000000000000000e+03
1.000000000000000000e+02 3.000000000000000000e+02 2.000000000000000000e+03 1.000000000000000000e+00 4.015000000000000000e+03
1.000000000000000000e+02 3.000000000000000000e+02 3.000000000000000000e+03 1.000000000000000000e+00 5.910000000000000000e+03
1.000000000000000000e+02 4.000000000000000000e+02 1.000000000000000000e+03 1.000000000000000000e+00 2.776000000000000000e+03
1.000000000000000000e+02 4.000000000000000000e+02 2.000000000000000000e+03 1.000000000000000000e+00 5.543000000000000000e+03
1.000000000000000000e+02 4.000000000000000000e+02 3.000000000000000000e+03 1.000000000000000000e+00 8.195000000000000000e+03
1.000000000000000000e+02 5.000000000000000000e+02 1.000000000000000000e+03 1.000000000000000000e+00 3.007000000000000000e+03
1.000000000000000000e+02 5.000000000000000000e+02 2.000000000000000000e+03 1.000000000000000000e+00 6.247000000000000000e+03
1.000000000000000000e+02 5.000000000000000000e+02 3.000000000000000000e+03 1.000000000000000000e+00 9.513000000000000000e+03
2.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+03 1.000000000000000000e+00 1.124000000000000000e+03
2.000000000000000000e+02 1.000000000000000000e+02 2.000000000000000000e+03 1.000000000000000000e+00 2.278000000000000000e+03
2.000000000000000000e+02 1.000000000000000000e+02 3.000000000000000000e+03 1.000000000000000000e+00 3.035000000000000000e+03
2.000000000000000000e+02 2.000000000000000000e+02 1.000000000000000000e+03 1.000000000000000000e+00 2.041000000000000000e+03
2.000000000000000000e+02 2.000000000000000000e+02 2.000000000000000000e+03 1.000000000000000000e+00 4.080000000000000000e+03
2.000000000000000000e+02 2.000000000000000000e+02 3.000000000000000000e+03 1.000000000000000000e+00 5.988000000000000000e+03
2.000000000000000000e+02 3.000000000000000000e+02 1.000000000000000000e+03 1.000000000000000000e+00 3.719000000000000000e+03
2.000000000000000000e+02 3.000000000000000000e+02 2.000000000000000000e+03 1.000000000000000000e+00 7.346000000000000000e+03
