1.000000000000000000e+03 3.650000000000000000e+02
1.000000000000000000e+03 3.840000000000000000e+02
1.000000000000000000e+03 4.100000000000000000e+02
2.000000000000000000e+03 6.450000000000000000e+02
3.000000000000000000e+03 1.204000000000000000e+03
4.000000000000000000e+03 9.320000000000000000e+02
5.000000000000000000e+03 1.339000000000000000e+03
6.000000000000000000e+03 1.571000000000000000e+03
7.000000000000000000e+03 1.833000000000000000e+03
8.000000000000000000e+03 1.358000000000000000e+03
9.000000000000000000e+03 2.826000000000000000e+03
1.000000000000000000e+04 2.571000000000000000e+03
1.100000000000000000e+04 2.720000000000000000e+03
1.200000000000000000e+04 3.078000000000000000e+03
1.300000000000000000e+04 4.039000000000000000e+03
1.400000000000000000e+04 3.535000000000000000e+03
1.500000000000000000e+04 3.695000000000000000e+03
1.600000000000000000e+04 2.355000000000000000e+03
1.700000000000000000e+04 4.981000000000000000e+03
1.800000000000000000e+04 2.558000000000000000e+03
1.900000000000000000e+04 4.396000000000000000e+03
2.000000000000000000e+04 5.732000000000000000e+03
