1.000000000000000000e+02 6.590000000000000000e+02
1.000000000000000000e+02 6.450000000000000000e+02
1.000000000000000000e+02 6.640000000000000000e+02
2.000000000000000000e+02 1.115000000000000000e+03
3.000000000000000000e+02 2.040000000000000000e+03
4.000000000000000000e+02 2.384000000000000000e+03
5.000000000000000000e+02 3.022000000000000000e+03
6.000000000000000000e+02 3.793000000000000000e+03
7.000000000000000000e+02 4.616000000000000000e+03
8.000000000000000000e+02 5.601000000000000000e+03
9.000000000000000000e+02 6.686000000000000000e+03
1.000000000000000000e+03 7.795000000000000000e+03
1.100000000000000000e+03 8.797000000000000000e+03
1.200000000000000000e+03 9.736000000000000000e+03
1.300000000000000000e+03 1.083800000000000000e+04
1.400000000000000000e+03 1.159700000000000000e+04
1.500000000000000000e+03 1.330300000000000000e+04
1.600000000000000000e+03 1.569900000000000000e+04
1.700000000000000000e+03 1.602700000000000000e+04
1.800000000000000000e+03 1.865500000000000000e+04
1.900000000000000000e+03 1.887100000000000000e+04
2.000000000000000000e+03 2.184300000000000000e+04
