1.000000000000000000e+03 6.770000000000000000e+02
1.000000000000000000e+03 6.790000000000000000e+02
1.000000000000000000e+03 6.530000000000000000e+02
2.000000000000000000e+03 1.268000000000000000e+03
3.000000000000000000e+03 1.797000000000000000e+03
4.000000000000000000e+03 2.322000000000000000e+03
5.000000000000000000e+03 2.951000000000000000e+03
6.000000000000000000e+03 3.509000000000000000e+03
7.000000000000000000e+03 4.229000000000000000e+03
8.000000000000000000e+03 4.752000000000000000e+03
9.000000000000000000e+03 4.305000000000000000e+03
1.000000000000000000e+04 6.121000000000000000e+03
1.100000000000000000e+04 6.474000000000000000e+03
1.200000000000000000e+04 7.200000000000000000e+03
1.300000000000000000e+04 7.893000000000000000e+03
1.400000000000000000e+04 8.349000000000000000e+03
1.500000000000000000e+04 8.962000000000000000e+03
1.600000000000000000e+04 9.611000000000000000e+03
1.700000000000000000e+04 1.022300000000000000e+04
1.800000000000000000e+04 1.081000000000000000e+04
1.900000000000000000e+04 1.134200000000000000e+04
2.000000000000000000e+04 1.155500000000000000e+04
2.100000000000000000e+04 1.274600000000000000e+04
2.200000000000000000e+04 1.328300000000000000e+04
2.300000000000000000e+04 1.380200000000000000e+04
2.400000000000000000e+04 1.454800000000000000e+04
2.500000000000000000e+04 1.207400000000000000e+04
2.600000000000000000e+04 1.554500000000000000e+04
2.700000000000000000e+04 1.631300000000000000e+04
2.800000000000000000e+04 1.710700000000000000e+04
2.900000000000000000e+04 1.781200000000000000e+04
3.000000000000000000e+04 1.529200000000000000e+04
3.100000000000000000e+04 1.904100000000000000e+04
3.200000000000000000e+04 1.934500000000000000e+04
3.300000000000000000e+04 2.026100000000000000e+04
3.400000000000000000e+04 2.085200000000000000e+04
3.500000000000000000e+04 2.120900000000000000e+04
3.600000000000000000e+04 2.173200000000000000e+04
3.700000000000000000e+04 2.209800000000000000e+04
3.800000000000000000e+04 2.336700000000000000e+04
3.900000000000000000e+04 2.377000000000000000e+04
4.000000000000000000e+04 2.480800000000000000e+04
4.100000000000000000e+04 2.525300000000000000e+04
4.200000000000000000e+04 2.599400000000000000e+04
4.300000000000000000e+04 2.665100000000000000e+04
4.400000000000000000e+04 2.742300000000000000e+04
4.500000000000000000e+04 2.687400000000000000e+04
4.600000000000000000e+04 2.432200000000000000e+04
4.700000000000000000e+04 2.916100000000000000e+04
4.800000000000000000e+04 2.959000000000000000e+04
4.900000000000000000e+04 2.950100000000000000e+04
5.000000000000000000e+04 3.102700000000000000e+04
5.100000000000000000e+04 3.129900000000000000e+04
5.200000000000000000e+04 3.175400000000000000e+04
5.300000000000000000e+04 3.300000000000000000e+04
5.400000000000000000e+04 3.262700000000000000e+04
5.500000000000000000e+04 3.412300000000000000e+04
5.600000000000000000e+04 2.914100000000000000e+04
5.700000000000000000e+04 3.575200000000000000e+04
5.800000000000000000e+04 3.638200000000000000e+04
5.900000000000000000e+04 3.632000000000000000e+04
6.000000000000000000e+04 3.824200000000000000e+04
6.100000000000000000e+04 3.727400000000000000e+04
6.200000000000000000e+04 3.885800000000000000e+04
6.300000000000000000e+04 3.984700000000000000e+04
6.400000000000000000e+04 3.984400000000000000e+04
6.500000000000000000e+04 4.058600000000000000e+04
6.600000000000000000e+04 4.112000000000000000e+04
6.700000000000000000e+04 4.203500000000000000e+04
6.800000000000000000e+04 4.305400000000000000e+04
6.900000000000000000e+04 4.339200000000000000e+04
7.000000000000000000e+04 3.741000000000000000e+04
7.100000000000000000e+04 4.513000000000000000e+04
7.200000000000000000e+04 4.549300000000000000e+04
7.300000000000000000e+04 4.537300000000000000e+04
7.400000000000000000e+04 4.701100000000000000e+04
7.500000000000000000e+04 4.765200000000000000e+04
7.600000000000000000e+04 4.789300000000000000e+04
7.700000000000000000e+04 4.863700000000000000e+04
7.800000000000000000e+04 4.892400000000000000e+04
7.900000000000000000e+04 5.030200000000000000e+04
8.000000000000000000e+04 5.069800000000000000e+04
8.100000000000000000e+04 5.041900000000000000e+04
8.200000000000000000e+04 4.392400000000000000e+04
8.300000000000000000e+04 4.703600000000000000e+04
8.400000000000000000e+04 5.343900000000000000e+04
8.500000000000000000e+04 5.326800000000000000e+04
8.600000000000000000e+04 4.677600000000000000e+04
8.700000000000000000e+04 5.397800000000000000e+04
8.800000000000000000e+04 5.539100000000000000e+04
8.900000000000000000e+04 4.744400000000000000e+04
9.000000000000000000e+04 4.825700000000000000e+04
9.100000000000000000e+04 5.847700000000000000e+04
9.200000000000000000e+04 4.960100000000000000e+04
9.300000000000000000e+04 5.902700000000000000e+04
9.400000000000000000e+04 5.826000000000000000e+04
9.500000000000000000e+04 6.012800000000000000e+04
9.600000000000000000e+04 6.172700000000000000e+04
9.700000000000000000e+04 6.118900000000000000e+04
9.800000000000000000e+04 6.168200000000000000e+04
9.900000000000000000e+04 6.297400000000000000e+04
1.000000000000000000e+05 6.323100000000000000e+04
